LAKE_ID_WSA_50K,GAZETTED_NAME,WATERSHED_CODE_WSA_50K,WATERBODY_IDENTIFIER_WSA_50K,MAP_TITLE,DRAFT_DATE,DATUM,NUMBER_OF_MAP_SHEETS,SHEET_NO,MAP_IMAGE_FILENAME_PDF,PDF_FILE_URL
149270,CHUDNUSLIDA LAKE,236-220100-22300-15500-0050-0000-000-000-000-000-000-000,00309PARS,CHUDNUSLIDA L.,1977-06-13,NAD27,1,1 OF 1,00048601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00048601.pdf
123208,CHUNAMUN LAKE,230-786200-94600-00000-0000-0000-000-000-000-000-000-000,00552UPCE,CHINAMAN LAKE,1985-03-09,NAD27,1,1 OF 1,00048201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00048201.pdf
53530,CHUTANLI LAKE,170-246000-80000-00000-0000-0000-000-000-000-000-000-000,00539EUCH,CHUTANLI L.,1978-11-03,NAD27,1,1 OF 1,00237701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00237701.pdf
61667,CICUTA LAKE,180-557700-00000-00000-0000-0000-000-000-000-000-000-000,00107LNRS,CICUTA L.,1978-08-14,NAD27,1,1 OF 1,00237801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00237801.pdf
65469,CIRCLE LAKE,182-127900-00000-00000-0000-0000-000-000-000-000-000-000,01428STUR,CIRCLE LAKE,1986-11-01,NAD27,1,1 OF 1,00237901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00237901.pdf
308296,CIRCLET LAKE,920-600400-53800-63600-0000-0000-000-000-000-000-000-000,00719COMX,CIRCLET LAKE,1988-03-08,NAD27,1,1 OF 1,00238001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00238001.pdf
14591,CLARKSTON LAKE,100-593800-42800-88400-0000-0000-000-000-000-000-000-000,00095MUSK,CLARKSTON L.,1977-01-27,NAD27,1,1 OF 1,00048801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00048801.pdf
311425,CLAUD ELLIOTT LAKE,920-782100-41900-00000-0000-0000-000-000-000-000-000-000,00351TSIT,CLAUD ELLIOTT LAKE,1991-04-08,NAD27,1,1 OF 1,00238101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00238101.pdf
13452,CLAUMINCHIL LAKE,100-593800-25800-09100-0000-0000-000-000-000-000-000-000,00891LSAL,CLAUMINCHIL LAKE,1969-11-01,NAD27,1,1 OF 1,00238201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00238201.pdf
319099,CLAYOQUOT LAKE,930-306400-13900-00000-0000-0000-000-000-000-000-000-000,01141CLAY,CLAYOQUOT LAKE,1994-03-01,NAD27,1,1 OF 1,00024801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00024801.pdf
56982,CLEAR LAKE,180-069000-11100-43200-0000-0000-000-000-000-000-000-000,00922LCHL,CLEAR LAKE,1986-08-05,NAD27,1,1 OF 1,00048901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00048901.pdf
35708,CLEARWATER LAKE,129-360400-00000-00000-0000-0000-000-000-000-000-000-000,00658CLWR,CLEARWATER L.,1979-08-23,NAD27,1,1 OF 1,00306201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00306201.pdf
35708,CLEARWATER LAKE,129-360400-00000-00000-0000-0000-000-000-000-000-000-000,00658CLWR,CLEARWATER L.,,NAD27,1,1 OF 1,00306101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00306101.pdf
35708,CLEARWATER LAKE,129-360400-00000-00000-0000-0000-000-000-000-000-000-000,00658CLWR,CLEARWATER LAKE,1992-05-12,NAD27,2,1 OF 2,00288001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00288001.pdf
35708,CLEARWATER LAKE,129-360400-00000-00000-0000-0000-000-000-000-000-000-000,00658CLWR,CLEARWATER LAKE,,NAD27,1,1 OF 1,00329701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00329701.pdf
35708,CLEARWATER LAKE,129-360400-00000-00000-0000-0000-000-000-000-000-000-000,00658CLWR,CLEARWATER LAKE,1992-05-12,NAD27,2,2 OF 2,00288002.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00288002.pdf
125415,CLEARWATER LAKE,230-870800-00000-00000-0000-0000-000-000-000-000-000-000,00332PCEA,CLEARWATER LAKE,1992-02-20,NAD27,1,1 OF 1,00049001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00049001.pdf
270775,CLEARWATER LAKE,900-592700-70700-08900-0000-0000-000-000-000-000-000-000,00455KLIN,CLEARWATER LK.,1971-11-01,NAD27,1,1 OF 1,00238301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00238301.pdf
170949,CLELAND LAKE,300-949900-11900-15400-0000-0000-000-000-000-000-000-000,00099COLR,CLELAND LAKE,1969-11-01,NAD27,1,1 OF 1,00024901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00024901.pdf
265534,CLOWHOM LAKE,900-178900-00000-00000-0000-0000-000-000-000-000-000-000,00301JERV,CLOWHOM LAKE,1980-02-06,NAD27,1,1 OF 1,00098101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00098101.pdf 
56295,CLUCHUTA LAKE,170-784200-12600-00000-0000-0000-000-000-000-000-000-000,01360EUCL,CLUCHUTA LAKE,1980-02-15,NAD27,1,1 OF 1,00238401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00238401.pdf
58340,CLUCULZ LAKE,180-191300-00000-00000-0000-0000-000-000-000-000-000-000,01091NECR,CLUCULZ LAKE,1979-12-13,NAD27,1,1 OF 1,00351201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00351201.pdf
58334,COBB LAKE,180-182400-00000-00000-0000-0000-000-000-000-000-000-000,00654NECR,COBB LAKE,1987-03-26,NAD27,1,1 OF 1,00238501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00238501.pdf
58334,COBB LAKE,180-182400-00000-00000-0000-0000-000-000-000-000-000-000,00654NECR,COBB LAKE,,NAD27,1,1 OF 1,00345101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00345101.pdf
58334,COBB LAKE,180-182400-00000-00000-0000-0000-000-000-000-000-000-000,00654NECR,COBB LAKE,,NAD27,1,1 OF 1,00345201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00345201.pdf
268836,COCHIN LAKE,900-406900-90100-00000-0000-0000-000-000-000-000-000-000,00079HOMA,COCHIN LAKE,1987-03-01,NAD27,1,1 OF 1,00025001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00025001.pdf 
37610,COFFEE LAKE,129-360400-23900-98400-7260-3880-000-000-000-000-000-000,00708MAHD,COFFEE LAKE,1981-03-01,NAD27,1,1 OF 1,00238701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00238701.pdf
55234,COGLISTIKO LAKE,170-365800-25100-00000-0000-0000-000-000-000-000-000-000,01490BLAR,COGLISTIKO L.,1979-06-08,NAD27,1,1 OF 1,00117701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00117701.pdf
249184,COLD FISH LAKE,690-342900-00000-00000-0000-0000-000-000-000-000-000-000,00051SPAT,COLD FISH L.,1976-09-30,NAD27,1,1 OF 1,00238801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00238801.pdf
177958,COLLIER LAKE,320-520100-34800-49500-0000-0000-000-000-000-000-000-000,00868KETL,COLLIER LAKE,1980-01-31,NAD27,1,1 OF 1,00049101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00049101.pdf
205993,COLLINS LAKE,460-600600-36400-50200-0000-0000-000-000-000-000-000-000,01288MORR,COLLINS LAKE,1979-10-15,NAD27,1,1 OF 1,00238901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00238901.pdf
325574,COLONY LAKE,930-914800-00000-00000-0000-0000-000-000-000-000-000-000,00205HOLB,COLONY LAKE,1981-02-03,NAD27,1,1 OF 1,00049201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00049201.pdf
8314,COLPITT LAKE,100-376500-18200-00000-0000-0000-000-000-000-000-000-000,00712MFRA,COLPITT L.,1975-09-09,NAD27,1,1 OF 1,00049301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00049301.pdf
162576,COLUMBIA LAKE,300-000000-00000-00000-0000-0000-000-000-000-000-000-000,00782COLR,COLUMBIA LAKE,,NAD27,1,1 OF 1,00095901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00095901.pdf 
306179,COLWOOD LAKE,920-040500-00000-00000-0000-0000-000-000-000-000-000-000,00334VICT,COLWOOD LAKE,1983-09-06,NAD27,1,1 OF 1,00049401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00049401.pdf
169515,COMFORT LAKE,300-871400-00000-00000-0000-0000-000-000-000-000-000-000,00486CLRH,COMFORT LAKE,1985-07-01,NAD27,1,1 OF 1,00049601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00049601.pdf
169515,COMFORT LAKE,300-871400-00000-00000-0000-0000-000-000-000-000-000-000,00486CLRH,COMFORT LAKE,,NAD27,1,1 OF 1,00049501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00049501.pdf
309407,COMIDA LAKE,920-643100-00000-00000-0000-0000-000-000-000-000-000-000,00412SALM,COMIDA LAKE,1992-11-13,NAD27,1,1 OF 1,00025101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00025101.pdf
109,COMO LAKE,100-022200-00000-00000-0000-0000-000-000-000-000-000-000,00744LFRA,COMO LAKE,1980-06-23,NAD27,1,1 OF 1,00049701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00049701.pdf
109,COMO LAKE,100-022200-00000-00000-0000-0000-000-000-000-000-000-000,00744LFRA,WELCOME (COMO) LAKE,,NAD27,1,1 OF 1,00271501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00271501.pdf
307750,COMOX LAKE,920-553200-94200-00000-0000-0000-000-000-000-000-000-000,01005COMX,COMOX LAKE,,NAD27,1,1 OF 1,00096401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00096401.pdf
,COMOX LAKE,920-553200-94200-00000-0000-0000-000-000-000-000-000-000,01005COMX,COMOX LAKE,,,2,1 OF 2,00338001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00338001.pdf
,COMOX LAKE,920-553200-94200-00000-0000-0000-000-000-000-000-000-000,01005COMX,COMOX LAKE,,,2,2 OF 2,00338002.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00338002.pdf
177805,CONKLE LAKE,320-520100-04900-00000-0000-0000-000-000-000-000-000-000,01213KETL,CONKLE LAKE,1979-08-07,NAD27,1,1 OF 1,00306301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00306301.pdf
59570,CO-OP LAKE,180-374000-95200-01900-5520-4610-000-000-000-000-000-000,00338FRAN,COOP LAKE,1968-11-01,NAD27,1,1 OF 1,00049801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00049801.pdf
310442,COOPER LAKE,920-725300-73100-05800-0000-0000-000-000-000-000-000-000,00623SALM,COOPER LAKE,1976-11-05,NAD27,1,1 OF 1,00049901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00049901.pdf
61131,COPLEY LAKE,180-504200-00000-00000-0000-0000-000-000-000-000-000-000,00455CHES,COPLEY LAKE,1979-11-23,NAD27,1,1 OF 1,00239001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00239001.pdf
178436,COPPERKETTLE LAKE,320-709100-44200-00000-0000-0000-000-000-000-000-000-000,00529KETL,COPPER KETTLE LAKE,1979-10-12,NAD27,1,1 OF 1,00025201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00025201.pdf
2204,COQUIHALLA LAKES,100-115400-00000-00000-0000-0000-000-000-000-000-000-000,00488FRCN,COQUIHALLA LAKES,1984-01-01,NAD27,1,1 OF 1,00268001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00268001.pdf
2203,COQUIHALLA LAKES,100-115400-00000-00000-0000-0000-000-000-000-000-000-000,00490FRCN,COQUIHALLA LAKES,1984-01-01,NAD27,1,1 OF 1,00268001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00268001.pdf
25405,CORBETT LAKE,120-246600-51000-29500-0000-0000-000-000-000-000-000-000,01317NICL,CORBETT LAKE,1990-12-05,NAD27,1,1 OF 1,00226201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00226201.pdf
25405,CORBETT LAKE,120-246600-51000-29500-0000-0000-000-000-000-000-000-000,01317NICL,CORBETT LAKE,,NAD27,1,1 OF 1,00050001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00050001.pdf
49853,CORNER LAKE,160-635400-25300-35600-1600-0000-000-000-000-000-000-000,00605HORS,CORNER LAKE,1979-06-21,NAD27,1,1 OF 1,00050501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00050501.pdf
307232,COTTLE LAKE,920-427000-00000-00000-0000-0000-000-000-000-000-000-000,00631PARK,1. KIDNEY L.  2. COTTLE L.  3. ROUND L.,,NAD27,1,1 OF 1,00042201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00042201.pdf
113411,COTTON LAKE,218-000000-00000-00000-0000-0000-000-000-000-000-000-000,00634DEAL,COTTON L.,1973-01-01,NAD27,1,1 OF 1,00050601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00050601.pdf
181258,COTTONWOOD LAKE,340-115000-00000-00000-0000-0000-000-000-000-000-000-000,00595KOTL,COTTONWOOD LAKE,1950-06-24,NAD27,1,1 OF 1,00050701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00050701.pdf
36940,COUGAR LAKE,129-360400-23900-98400-4800-3000-000-000-000-000-000-000,01908MAHD,COUGAR LAKE,1993-03-10,NAD27,1,1 OF 1,00025501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00025501.pdf
307967,COUGAR LAKE,920-553200-94200-50600-1510-3830-000-000-000-000-000-000,01244COMX,COUGAR LAKE,1980-06-10,NAD27,1,1 OF 1,00050801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00050801.pdf
315787,COUNCIL LAKE,930-022100-66300-00000-0000-0000-000-000-000-000-000-000,00375SANJ,COUNCIL L.  OLD WOLF L.,,NAD27,1,1 OF 1,00051001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00051001.pdf
315787,COUNCIL LAKE,930-022100-66300-00000-0000-0000-000-000-000-000-000-000,00375SANJ,COUNCIL LAKE,1982-07-28,NAD27,1,1 OF 1,00051101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00051101.pdf
165201,COURSIER LAKE,300-735400-63000-00000-0000-0000-000-000-000-000-000-000,00313UARL,COURSIER LAKE,1972-01-01,NAD27,2,1 OF 2,00025401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00025401.pdf
165201,COURSIER LAKE,300-735400-63000-00000-0000-0000-000-000-000-000-000-000,00313UARL,COURSIER LAKE,1972-01-01,NAD27,2,2 OF 2,00025402.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00025402.pdf
25404,COURTNEY LAKE,120-246600-51000-29500-0000-0000-000-000-000-000-000-000,01441NICL,COURTNEY LAKE,1990-12-06,NAD27,1,1 OF 1,00239101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00239101.pdf
25404,COURTNEY LAKE,120-246600-51000-29500-0000-0000-000-000-000-000-000-000,01441NICL,COURTNEY LAKE,,NAD27,1,1 OF 1,00051201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00051201.pdf
62476,COW LAKE,180-637900-56400-05000-0000-0000-000-000-000-000-000-000,01645UEUT,COW LAKE,1986-02-25,NAD27,1,1 OF 1,00239201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00239201.pdf
306333,COWICHAN LAKE,920-257700-00000-00000-0000-0000-000-000-000-000-000-000,00408COWN,COWICHAN LAKE,1990-06-28,NAD27,2,1 OF 2,00288101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00288101.pdf
306333,COWICHAN LAKE,920-257700-00000-00000-0000-0000-000-000-000-000-000-000,00408COWN,COWICHAN LAKE,1990-06-28,NAD27,2,2 OF 2,00288102.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00288102.pdf
315710,CRABAPPLE LAKE,930-022100-16400-00000-0000-0000-000-000-000-000-000-000,00508SANJ,CRABAPPLE LAKE,1982-09-21,NAD27,1,1 OF 1,00239301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00239301.pdf
315710,CRABAPPLE LAKE,930-022100-16400-00000-0000-0000-000-000-000-000-000-000,00508SANJ,PEDEN 1. SHIELDS 2. CRABAPPLE 3. GRASS 4.,1969-11-01,NAD27,1,1 OF 1,00197701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00197701.pdf
266567,CRANBERRY LAKE,900-283600-00000-00000-0000-0000-000-000-000-000-000-000,00201JERV,CRANBERRY LAKE,1971-04-01,NAD27,1,1 OF 1,00051301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00051301.pdf 
54154,CRATER LAKE,170-324300-30700-00000-0000-0000-000-000-000-000-000-000,00406NAZR,CRATER LAKE,1980-01-11,NAD27,1,1 OF 1,00051501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00051501.pdf
326775,CRAWFISH LAKE,935-483000-08800-00000-0000-0000-000-000-000-000-000-000,00629GOLD,CRAWFISH LAKE,1992-01-07,NAD27,1,1 OF 1,00239401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00239401.pdf
13525,CRESCENT LAKE,100-593800-25800-67800-0000-0000-000-000-000-000-000-000,01237LSAL,BRULE L.  CRESCENT L.,1971-02-01,NAD27,1,1 OF 1,00267601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00267601.pdf
16380,CRESCENT LAKE,100-596500-78400-00700-2710-0000-000-000-000-000-000-000,01289WILL,CRESCENT L.,1977-10-10,NAD27,1,1 OF 1,00051601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00051601.pdf
28520,CRESCENT LAKE,120-506800-57600-91900-0480-0000-000-000-000-000-000-000,00989GRNL,CRESCENT LAKE,1980-11-04,NAD27,1,1 OF 1,00051701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00051701.pdf
,CREST LAKE,920-627900-55200-43300-0000-0000-000-000-000-000-000-000,00350CAMB,CREST LAKE,,,1,1 OF 1,00239501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00239501.pdf
68505,CRIPPLE LAKE,182-819600-32400-98600-6040-0000-000-000-000-000-000-000,00531LTRE,CRIPPLE L.,1975-10-27,NAD27,1,1 OF 1,00239601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00239601.pdf
50164,CROOKED LAKE,160-635400-67600-00000-0000-0000-000-000-000-000-000-000,00593HORS,CROOKED L.,,NAD27,2,1 OF 2,00288201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00288201.pdf
50164,CROOKED LAKE,160-635400-67600-00000-0000-0000-000-000-000-000-000-000,00593HORS,CROOKED L.,,NAD27,2,2 OF 2,00288202.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00288202.pdf
176451,CROOKED LAKE,310-939400-00000-00000-0000-0000-000-000-000-000-000-000,00423OKAN,CROOKED LAKE  DEER LAKE,1979-11-23,NAD27,1,1 OF 1,00267701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00267701.pdf
307771,CROTEAU LAKE,920-553200-94200-11900-0000-0000-000-000-000-000-000-000,00699COMX,CROTEAU LAKE,1988-02-15,NAD27,1,1 OF 1,00025901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00025901.pdf
313422,CROWMAN LAKE,920-825900-61000-31000-0000-0000-000-000-000-000-000-000,00520NIMP,CROWMAN L.,1975-09-04,NAD27,1,1 OF 1,00052001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00052001.pdf
50062,CRUISER LAKE,160-635400-46400-64700-0000-0000-000-000-000-000-000-000,01001HORS,CRUISER L.,1973-02-01,NAD27,1,1 OF 1,00239701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00239701.pdf
115046,CRY LAKE,218-417300-00000-00000-0000-0000-000-000-000-000-000-000,00394CRYL,CRY LAKE,1986-06-04,NAD27,1,1 OF 1,00239801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00239801.pdf
129107,CRYSTAL LAKE,230-906800-97600-75900-0000-0000-000-000-000-000-000-000,01107CRKD,1. HART LAKE  2. CRYSTAL LAKE,1962-12-01,NAD27,1,1 OF 1,00035001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00035001.pdf
27842,CRYSTAL LAKE,120-506800-57600-00000-0000-0000-000-000-000-000-000-000,00912GRNL,CRYSTAL LAKE,1981-04-28,NAD27,1,1 OF 1,00017501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00017501.pdf
129107,CRYSTAL LAKE,230-906800-97600-75900-0000-0000-000-000-000-000-000-000,01107CRKD,CRYSTAL LAKE,1968-11-01,NAD27,1,1 OF 1,00226401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00226401.pdf
,CRYSTAL LAKE,340-238200-00000-00000-0000-0000-000-000-000-000-000-000,00417KOTL,CRYSTAL LAKE,,,1,1 OF 1,00358401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00358401.pdf
170956,CUB LAKE,300-949900-11900-15400-6160-0000-000-000-000-000-000-000,00116COLR,1. JADE  2. TOPAZ  3. CUB   LKS.,1971-11-01,NAD27,1,1 OF 1,00036101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00036101.pdf
170956,CUB LAKE,300-949900-11900-15400-6160-0000-000-000-000-000-000-000,00116COLR,1. TOPAZ  2. HALF WAY  3. CUB L.,1971-04-01,NAD27,1,1 OF 1,00037701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00037701.pdf
9785,CUISSON LAKE,100-426600-00000-00000-0000-0000-000-000-000-000-000-000,01630NARC,CUISSON LAKE,1971-04-01,NAD27,2,1 OF 2,00288301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00288301.pdf
9785,CUISSON LAKE,100-426600-00000-00000-0000-0000-000-000-000-000-000-000,01630NARC,CUISSON LAKE,1971-04-01,NAD27,2,2 OF 2,00288302.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00288302.pdf
28906,CULTUS LAKE,120-714600-20200-14800-0000-0000-000-000-000-000-000-000,00854DEAD,CULTUS (BALDWIN) L.,1972-01-01,NAD27,1,1 OF 1,00052101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00052101.pdf
1568,CULTUS LAKE,100-065700-09700-13300-0000-0000-000-000-000-000-000-000,00117CHWK,CULTUS L.,,NAD27,1,1 OF 1,00254501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00254501.pdf
72731,CUNNINGHAM LAKE,182-915200-00000-00000-0000-0000-000-000-000-000-000-000,00725STUL,CUNNINGHAM L.,1976-04-21,NAD27,3,1 OF 3,00288401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00288401.pdf
72731,CUNNINGHAM LAKE,182-915200-00000-00000-0000-0000-000-000-000-000-000-000,00725STUL,CUNNINGHAM L.,1976-04-21,NAD27,3,2 OF 3,00288402.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00288402.pdf
72731,CUNNINGHAM LAKE,182-915200-00000-00000-0000-0000-000-000-000-000-000-000,00725STUL,CUNNINGHAM L.,1976-04-21,NAD27,3,3 OF 3,00288403.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00288403.pdf
177967,CUP LAKE,320-520100-34800-64500-0000-0000-000-000-000-000-000-000,00781KETL,CUP LAKE,1971-04-01,NAD27,1,1 OF 1,00052501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00052501.pdf
129890,CURVE LAKE,230-916700-08200-00000-0000-0000-000-000-000-000-000-000,00911FINA,CURVE LAKE,1990-02-16,NAD27,1,1 OF 1,00239901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00239901.pdf
315616,CUSHEON LAKE,925-258500-75600-00000-0000-0000-000-000-000-000-000-000,00029VICT,CUSHEON L.,1973-01-01,NAD27,1,1 OF 1,00226501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00226501.pdf
137934,CUTBANK LAKE,232-712500-00000-00000-0000-0000-000-000-000-000-000-000,00323KISK,TOM'S L.  CUTBANK L.,1958-07-01,NAD27,1,1 OF 1,00165401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00165401.pdf
280765,CUTTHROAT LAKE,910-290700-99900-41500-0000-0000-000-000-000-000-000-000,01200ATNA,VISTA L.  CUTTHROAT L.,1976-02-02,NAD27,1,1 OF 1,00320201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00320201.pdf
263745,CYPRESS LAKE,900-045300-80300-00000-0000-0000-000-000-000-000-000-000,00974SQAM,CYPRESS LAKE,1993-10-19,NAD27,1,1 OF 1,00240001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00240001.pdf 
